,Codice stazione,Sostanza,Conc_max,Comune
53,IT07CDCDFOCE,ALACLOR,0.0,Ceriale
54,IT07CDCDFOCE,ATRAZINA,0.0,Ceriale
55,IT07CDCDFOCE,BENTAZONE,0.0,Ceriale
56,IT07CDCDFOCE,AZINFOS-ETILE,0.0,Ceriale
57,IT07CDCDFOCE,CIBUTRINA,0.0,Ceriale
58,IT07CDCDFOCE,CLORPIRIFOS,0.0,Ceriale
59,IT07CDCDFOCE,PARATION-METILE,0.0,Ceriale
60,IT07CDCDFOCE,DEMETON-O,0.0,Ceriale
61,IT07CDCDFOCE,ESACLOROCICLOESANO alfa,0.0,Ceriale
62,IT07CDCDFOCE,ESACLOROCICLOESANO beta,0.0,Ceriale
63,IT07CDCDFOCE,ESACLOROCICLOESANO delta,0.0,Ceriale
64,IT07CDCDFOCE,DIURON,0.0,Ceriale
65,IT07CDCDFOCE,LINURON,0.0,Ceriale
66,IT07CDCDFOCE,"ENDOSULFAN, beta",0.0,Ceriale
67,IT07CDCDFOCE,ISOPROTURON,0.0,Ceriale
68,IT07CDCDFOCE,"DDE, op",0.0,Ceriale
69,IT07CDCDFOCE,BIFENOX,0.0,Ceriale
70,IT07CDCDFOCE,CLORFENVINFOS,0.0,Ceriale
71,IT07CDCDFOCE,"DDT, pp",0.0,Ceriale
72,IT07CDCDFOCE,"DDD, op",0.0,Ceriale
73,IT07CDCDFOCE,FENTION,0.0,Ceriale
74,IT07CDCDFOCE,PARATION-ETILE,0.0,Ceriale
75,IT07CDCDFOCE,ESACLOROCICLOESANO gamma,0.0,Ceriale
76,IT07CDCDFOCE,TERBUTILAZINA,0.0,Ceriale
77,IT07CDCDFOCE,ESACLOROCICLOESANO,0.0,Ceriale
78,IT07CDCDFOCE,DICLORVOS,0.0,Ceriale
79,IT07CDCDFOCE,MEVINPHOS,0.0,Ceriale
80,IT07CDCDFOCE,TERBUTRINA,0.0,Ceriale
81,IT07CDCDFOCE,MECOPROP,0.0,Ceriale
82,IT07CDCDFOCE,"2,4,5-TRICLOROFENOSSIACETICO ACIDO",0.0,Ceriale
83,IT07CDCDFOCE,AZINFOS-METILE,0.0,Ceriale
84,IT07CDCDFOCE,"ENDOSULFAN, alfa",0.0,Ceriale
85,IT07CDCDFOCE,METAMIDOFOS,0.0,Ceriale
86,IT07CDCDFOCE,ENDOSULFAN-SOLFATO,0.0,Ceriale
87,IT07CTCT02M,AMPA,0.09,Albenga
88,IT07CTCT02M,GLIFOSATE,0.07,Albenga
89,IT07CTCT02M,METAMIDOFOS,0.0,Albenga
90,IT07CTCT02M,"ENDOSULFAN, alfa",0.0,Albenga
91,IT07CTCT02M,"2,4-DICLOROFENOSSIACETICO ACIDO",0.0,Albenga
92,IT07CTCT02M,MCPA,0.0,Albenga
93,IT07CTCT02M,"2,4,5-TRICLOROFENOSSIACETICO ACIDO",0.0,Albenga
94,IT07CTCT02M,MECOPROP,0.0,Albenga
95,IT07CTCT02M,TERBUTRINA,0.0,Albenga
96,IT07CTCT02M,AZINFOS-METILE,0.0,Albenga
97,IT07CTCT02M,MEVINPHOS,0.0,Albenga
98,IT07CTCT02M,DICLORVOS,0.0,Albenga
99,IT07CTCT02M,ESACLOROCICLOESANO,0.0,Albenga
100,IT07CTCT02M,"DDE, op",0.0,Albenga
101,IT07CTCT02M,ISOPROTURON,0.0,Albenga
102,IT07CTCT02M,"ENDOSULFAN, beta",0.0,Albenga
103,IT07CTCT02M,LINURON,0.0,Albenga
104,IT07CTCT02M,DIURON,0.0,Albenga
105,IT07CTCT02M,ESACLOROCICLOESANO delta,0.0,Albenga
106,IT07CTCT02M,ESACLOROCICLOESANO beta,0.0,Albenga
107,IT07CTCT02M,ESACLOROCICLOESANO alfa,0.0,Albenga
108,IT07CTCT02M,DEMETON-O,0.0,Albenga
109,IT07CTCT02M,PARATION-METILE,0.0,Albenga
110,IT07CTCT02M,CLORPIRIFOS,0.0,Albenga
111,IT07CTCT02M,CIBUTRINA,0.0,Albenga
112,IT07CTCT02M,AZINFOS-ETILE,0.0,Albenga
113,IT07CTCT02M,BENTAZONE,0.0,Albenga
114,IT07CTCT02M,ATRAZINA,0.0,Albenga
115,IT07CTCT02M,ALACLOR,0.0,Albenga
116,IT07CTCT02M,TRIFLURALIN,0.0,Albenga
117,IT07CTCT02M,SIMAZINA,0.0,Albenga
118,IT07CTCT02M,MALATION,0.0,Albenga
119,IT07CTCT02M,OMETOATO,0.0,Albenga
120,IT07MAMA02,BOSCALID,0.0,Vezzano Ligure
121,IT07MAMA02,PIRACLOSTROBIN,0.0,Vezzano Ligure
122,IT07MAMA02,ALDICARBSULFONE,0.0,Vezzano Ligure
123,IT07MAMA02,MALAOXON,0.0,Vezzano Ligure
124,IT07MAMA02,METOSSIFENOZIDE,0.0,Vezzano Ligure
125,IT07MAMA02,ALACLOR,0.0,Vezzano Ligure
126,IT07MAMA02,TRIFLURALIN,0.0,Vezzano Ligure
127,IT07MAMA02,CARBOFURAN,0.0,Vezzano Ligure
128,IT07MAMA02,ZOXAMIDE,0.0,Vezzano Ligure
129,IT07MAMA02,TIABENDAZOLO,0.0,Vezzano Ligure
130,IT07MAMA02,FOXIM,0.0,Vezzano Ligure
131,IT07MAMA02,KRESOXIM-METILE,0.0,Vezzano Ligure
132,IT07MAMA02,TRIFLOXISTROBIN,0.0,Vezzano Ligure
133,IT07MAMA02,EPOSSICONAZOLO,0.0,Vezzano Ligure
134,IT07MAMA02,TRITICONAZOLO,0.0,Vezzano Ligure
135,IT07MAMA02,ETOPROFOS,0.0,Vezzano Ligure
136,IT07MAMA02,AZOSSISTROBINA,0.0,Vezzano Ligure
137,IT07MAMA02,FENHEXAMID,0.0,Vezzano Ligure
138,IT07MAMA02,METCONAZOLO,0.0,Vezzano Ligure
139,IT07MAMA02,CHINOSSIFEN,0.0,Vezzano Ligure
140,IT07MAMA02,SIMAZINA,0.0,Vezzano Ligure
141,IT07MAMA02,MALATION,0.0,Vezzano Ligure
142,IT07MAMA02,CIPRODINIL,0.0,Vezzano Ligure
143,IT07MAMA02,FENAZAQUIN,0.0,Vezzano Ligure
144,IT07MAMA02,DICLORPROP,0.0,Vezzano Ligure
145,IT07MAMA02,CIAZOFAMID,0.0,Vezzano Ligure
146,IT07MAMA02,DIFENOCONAZOLO,0.0,Vezzano Ligure
147,IT07MAMA02,TEBUFENPIRAD,0.0,Vezzano Ligure
148,IT07MAMA02,SPIROXAMINA,0.0,Vezzano Ligure
149,IT07MAMA02,BROMUCONAZOLO,0.0,Vezzano Ligure
150,IT07MAMA02,FENBUCONAZOLO,0.0,Vezzano Ligure
151,IT07MAMA02,TEBUFENOZIDE,0.0,Vezzano Ligure
152,IT07MAMA02,TETRACONAZOLO,0.0,Vezzano Ligure
153,IT07MAMA02,OMETOATO,0.0,Vezzano Ligure
154,IT07MAMA02,DIMETOMORF,0.0,Vezzano Ligure
155,IT07MAMA02,MEPANIPYRIM,0.0,Vezzano Ligure
156,IT07MAMA02,TEBUCONAZOLO,0.0,Vezzano Ligure
157,IT07MAMA02,GLIFOSATE,0.0,Vezzano Ligure
158,IT07MAMA02,AMPA,0.0,Vezzano Ligure
159,IT07MAMA02,CARBENDAZIM,0.0,Vezzano Ligure
160,IT07MAMA02,ENDOSULFAN-SOLFATO,0.0,Vezzano Ligure
161,IT07MAMA02,METAMIDOFOS,0.0,Vezzano Ligure
162,IT07MAMA02,PROSULFOCARB,0.0,Vezzano Ligure
163,IT07MAMA02,PIRIMETANIL,0.0,Vezzano Ligure
164,IT07MAMA02,"DDD, op",0.0,Vezzano Ligure
165,IT07MAMA02,TRIADIMENOL,0.0,Vezzano Ligure
166,IT07MAMA02,FENTION,0.0,Vezzano Ligure
167,IT07MAMA02,ETION,0.0,Vezzano Ligure
168,IT07MAMA02,PARATION-ETILE,0.0,Vezzano Ligure
169,IT07MAMA02,METALAXIL,0.0,Vezzano Ligure
170,IT07MAMA02,ESACLOROCICLOESANO gamma,0.0,Vezzano Ligure
171,IT07MAMA02,TERBUTILAZINA,0.0,Vezzano Ligure
172,IT07MAMA02,TIODICARB,0.0,Vezzano Ligure
173,IT07MAMA02,FENARIMOL,0.0,Vezzano Ligure
174,IT07MAMA02,DIMETOATO,0.0,Vezzano Ligure
175,IT07MAMA02,ESACLOROCICLOESANO,0.0,Vezzano Ligure
176,IT07MAMA02,DICLORVOS,0.0,Vezzano Ligure
177,IT07MAMA02,TRIFLUMURON,0.0,Vezzano Ligure
178,IT07MAMA02,PENCICURON,0.0,Vezzano Ligure
179,IT07MAMA02,PENCONAZOLO,0.0,Vezzano Ligure
180,IT07MAMA02,FLUTOLANIL,0.0,Vezzano Ligure
181,IT07MAMA02,METAZACLOR,0.0,Vezzano Ligure
182,IT07MAMA02,PROCLORAZ,0.0,Vezzano Ligure
183,IT07MAMA02,MONOCROTOFOS,0.0,Vezzano Ligure
184,IT07MAMA02,BUPROFEZIN,0.0,Vezzano Ligure
185,IT07MAMA02,FENOXICARB,0.0,Vezzano Ligure
186,IT07MAMA02,FLUTRIAFOL,0.0,Vezzano Ligure
187,IT07MAMA02,OXADIXIL,0.0,Vezzano Ligure
188,IT07MAMA02,MEVINPHOS,0.0,Vezzano Ligure
189,IT07MAMA02,EXITIAZOX,0.0,Vezzano Ligure
190,IT07MAMA02,ETOFENPROX,0.0,Vezzano Ligure
191,IT07MAMA02,TEFLUBENZURON,0.0,Vezzano Ligure
192,IT07MAMA02,ROTENONE,0.0,Vezzano Ligure
193,IT07MAMA02,FLUSILAZOLO,0.0,Vezzano Ligure
194,IT07MAMA02,AZINFOS-METILE,0.0,Vezzano Ligure
195,IT07MAMA02,TERBUTRINA,0.0,Vezzano Ligure
196,IT07MAMA02,MICLOBUTANIL,0.0,Vezzano Ligure
197,IT07MAMA02,"2,4,5-TRICLOROFENOSSIACETICO ACIDO",0.0,Vezzano Ligure
198,IT07MAMA02,CIPROCONAZOLO,0.0,Vezzano Ligure
199,IT07MAMA02,MCPA,0.0,Vezzano Ligure
200,IT07MAMA02,"2,4-DICLOROFENOSSIACETICO ACIDO",0.0,Vezzano Ligure
201,IT07MAMA02,PARAOXON-METILE,0.0,Vezzano Ligure
202,IT07MAMA02,METIDATION,0.0,Vezzano Ligure
203,IT07MAMA02,CADUSAFOS,0.0,Vezzano Ligure
204,IT07MAMA02,PYRIPROXYFEN,0.0,Vezzano Ligure
205,IT07MAMA02,FOSTIAZATE,0.0,Vezzano Ligure
206,IT07MAMA02,"ENDOSULFAN, alfa",0.0,Vezzano Ligure
207,IT07MAMA02,PIRIDABEN,0.0,Vezzano Ligure
208,IT07MAMA02,TRICLORFON,0.0,Vezzano Ligure
209,IT07MAMA02,"DDT, pp",0.0,Vezzano Ligure
210,IT07MAMA02,CLORANTRANILIPROLO,0.0,Vezzano Ligure
211,IT07MAMA02,FENPYRAZAMINE,0.0,Vezzano Ligure
212,IT07MAMA02,CLORFENVINFOS,0.0,Vezzano Ligure
213,IT07MAMA02,TRIADIMEFON,0.0,Vezzano Ligure
214,IT07MAMA02,BIFENOX,0.0,Vezzano Ligure
215,IT07MAMA02,BUPIRIMATE,0.0,Vezzano Ligure
216,IT07MAMA02,PROFENOFOS,0.0,Vezzano Ligure
217,IT07MAMA02,FENPROPATRIN,0.0,Vezzano Ligure
218,IT07MAMA02,FOSETIL-ALLUMINIO,0.0,Vezzano Ligure
219,IT07MAMA02,FENTION SULFONE,0.0,Vezzano Ligure
220,IT07MAMA02,MANDIPROPAMID,0.0,Vezzano Ligure
221,IT07MAMA02,IMAZALIL,0.0,Vezzano Ligure
222,IT07MAMA02,DIFLUBENZURON,0.0,Vezzano Ligure
223,IT07MAMA02,"DDE, op",0.0,Vezzano Ligure
224,IT07MAMA02,ISOPROTURON,0.0,Vezzano Ligure
225,IT07MAMA02,DIAZINON,0.0,Vezzano Ligure
226,IT07MAMA02,"ENDOSULFAN, beta",0.0,Vezzano Ligure
227,IT07MAMA02,DIURON,0.0,Vezzano Ligure
228,IT07MAMA02,ESACLOROCICLOESANO delta,0.0,Vezzano Ligure
229,IT07MAMA02,ESACLOROCICLOESANO beta,0.0,Vezzano Ligure
230,IT07MAMA02,ESACLOROCICLOESANO alfa,0.0,Vezzano Ligure
231,IT07MAMA02,DEMETON-O,0.0,Vezzano Ligure
232,IT07MAMA02,PARATION-METILE,0.0,Vezzano Ligure
233,IT07MAMA02,PIRIMIFOS-METILE,0.0,Vezzano Ligure
234,IT07MAMA02,CLORPIRIFOS,0.0,Vezzano Ligure
235,IT07MAMA02,SPIROMESIFEN,0.0,Vezzano Ligure
236,IT07MAMA02,CIBUTRINA,0.0,Vezzano Ligure
237,IT07MAMA02,AZINFOS-ETILE,0.0,Vezzano Ligure
238,IT07MAMA02,FENTOATO,0.0,Vezzano Ligure
239,IT07MAMA02,BENTAZONE,0.0,Vezzano Ligure
240,IT07MAMA02,TRIAZOFOS,0.0,Vezzano Ligure
241,IT07MAMA02,FLUOPICOLIDE,0.0,Vezzano Ligure
242,IT07MAMA02,OXAMIL,0.0,Vezzano Ligure
243,IT07AGAG04,ANTIPARASSITARI CICLODIENE,0.0,Taggia
244,IT07AGAG04,DDT totale,0.0,Taggia
245,IT07AGAG04,Eptacloro ed eptacloro epossido,0.0,Taggia
246,IT07CDCDFOCE,Eptacloro ed eptacloro epossido,0.0,Ceriale
247,IT07CDCDFOCE,DDT totale,0.0,Ceriale
248,IT07CDCDFOCE,ANTIPARASSITARI CICLODIENE,0.0,Ceriale
249,IT07CTCT02M,Eptacloro ed eptacloro epossido,0.0,Albenga
250,IT07CTCT02M,DDT totale,0.0,Albenga
251,IT07CTCT02M,ANTIPARASSITARI CICLODIENE,0.0,Albenga
252,IT07MAMA02,ANTIPARASSITARI CICLODIENE,0.0,Vezzano Ligure
253,IT07MAMA02,DDT totale,0.0,Vezzano Ligure
254,IT07MAMA02,Eptacloro ed eptacloro epossido,0.0,Vezzano Ligure
255,IT07CTCT02M,ENDOSULFAN-SOLFATO,0.0,Albenga
256,IT07AGAG04,ALACLOR,0.0,Taggia
257,IT07AGAG04,TRIFLURALIN,0.0,Taggia
258,IT07AGAG04,SIMAZINA,0.0,Taggia
259,IT07AGAG04,DICLORVOS,0.0,Taggia
260,IT07AGAG04,ESACLOROCICLOESANO,0.0,Taggia
261,IT07AGAG04,MALATION,0.0,Taggia
262,IT07AGAG04,BENTAZONE,0.0,Taggia
263,IT07AGAG04,"ENDOSULFAN, alfa",0.0,Taggia
264,IT07AGAG04,ATRAZINA,0.0,Taggia
265,IT07AGAG04,AZINFOS-METILE,0.0,Taggia
266,IT07AGAG04,MEVINPHOS,0.0,Taggia
267,IT07AGAG04,"2,4-DICLOROFENOSSIACETICO ACIDO",0.0,Taggia
268,IT07CDCDFOCE,FLUOPICOLIDE,0.02,Ceriale
269,IT07CDCDFOCE,PENCONAZOLO,0.02,Ceriale
270,IT07CDCDFOCE,PROPICONAZOLO,0.01,Ceriale
271,IT07CDCDFOCE,METALAXIL,0.57,Ceriale
272,IT07CDCDFOCE,PIRIMETANIL,0.04,Ceriale
273,IT07CDCDFOCE,CLORANTRANILIPROLO,0.11,Ceriale
274,IT07CTCT02M,DIMETOATO,0.0,Albenga
275,IT07CTCT02M,TERBUTILAZINA,0.0,Albenga
276,IT07CTCT02M,ESACLOROCICLOESANO gamma,0.0,Albenga
277,IT07CTCT02M,PARATION-ETILE,0.0,Albenga
278,IT07CTCT02M,FENTION,0.0,Albenga
279,IT07CTCT02M,"DDD, op",0.0,Albenga
280,IT07CTCT02M,"DDT, pp",0.0,Albenga
281,IT07CTCT02M,CLORFENVINFOS,0.0,Albenga
282,IT07CTCT02M,BIFENOX,0.0,Albenga
283,IT07CTCT02M,FOSETIL-ALLUMINIO,0.0,Albenga
284,IT07MAMA02,PROPARGITE,0.0,Vezzano Ligure
285,IT07MAMA02,PIRIMICARB,0.0,Vezzano Ligure
286,IT07MAMA02,FOSALONE,0.0,Vezzano Ligure
287,IT07MAMA02,SPIROTETRAMMATO,0.0,Vezzano Ligure
288,IT07MAMA02,ATRAZINA,0.0,Vezzano Ligure
289,R14_001_018_SR_2_T_01,EPTACLORO,0.0,COLLE D'ANCHISE
290,R14_001_018_SS_2_T_01,"1,2-DICLOROETANO",0.0,CASTROPIGNANO
291,R14_001_018_SS_2_T_01,METOLACLOR,0.0,CASTROPIGNANO
292,I027_018_SS_3_T_01,TERBUTILAZINA,0.0,CIVITANOVA DEL SANNIO
293,R14_001_018_SR_1_T_01,NAFTALENE,0.0,BOJANO
294,R14_001_018_SR_1_T_01,PROPIZAMIDE,0.0,BOJANO
295,R14_001_018_SR_2_T_01,ESACLOROCICLOESANO gamma,0.0,COLLE D'ANCHISE
296,N011_018_SR_2_T_01,ATRAZINA,0.0,COLLI AL VOLTURNO
297,I027_018_SS_4_T_01,ISOPROTURON,0.0,ROCCAVIVARA
298,N011_018_SR_1_T_01,EPTACLORO,0.0,CASTEL SAN VINCENZO
299,N011_018_SR_1_T_01,PROMETRINA,0.0,CASTEL SAN VINCENZO
300,N011_018_SS_3_T_01,ESACLOROCICLOESANO alfa,0.0,SESTO CAMPANO
301,N011_018_SS_3_T_01,ESACLOROCICLOESANO beta,0.0,SESTO CAMPANO
302,N011_018_SS_3_T_01,"DDE, op",0.0,SESTO CAMPANO
303,N011_018_SS_3_T_01,CLORFENVINFOS,0.0,SESTO CAMPANO
304,N011_018_SS_3_T_01,"DDT, pp",0.0,SESTO CAMPANO
305,N011_018_SS_3_T_01,METOLACLOR,0.0,SESTO CAMPANO
306,R14_001_012_SS_4_T_01,SIMAZINA,0.0,LARINO
307,R14_001_018_SR_1_T_01,ISOPROTURON,0.0,BOJANO
308,I015_018_SS_3_T_01,EPTACLORO,0.0,GAMBATESA
309,I015_018_SS_3_T_01,PROMETRINA,0.0,GAMBATESA
310,I015_018_SS_3_T_01,"DDD, op",0.0,GAMBATESA
311,I015_018_SS_3_T_01,METOLACLOR,0.0,GAMBATESA
312,I015_018_SS_3_T_01,"DDT, pp",0.0,GAMBATESA
313,R14_001_018_SR_2_T_01,PROMETRINA,0.0,COLLE D'ANCHISE
314,I015_018_SS_3_T_01,PROPACLOR,0.0,GAMBATESA
315,I015_018_SS_3_T_01,ATRAZINA,0.0,GAMBATESA
316,I015_018_SS_3_T_01,ALACLOR,0.0,GAMBATESA
317,I015_018_SS_3_T_01,TRIFLURALIN,0.0,GAMBATESA
318,I015_018_SS_3_T_01,PROPAZINA,0.0,GAMBATESA
319,I015_018_SS_3_T_01,CHINOSSIFEN,0.0,GAMBATESA
320,I015_018_SS_3_T_01,SIMAZINA,0.0,GAMBATESA
321,I015_018_SS_3_T_01,ESACLOROBENZENE,0.0,GAMBATESA
322,R14_001_018_SS_2_T_01,CHINOSSIFEN,0.0,CASTROPIGNANO
323,N011_018_SR_2_T_01,SIMAZINA,0.0,COLLI AL VOLTURNO
324,N011_018_SR_2_T_02,MOLINATE,0.0,MONTAQUILA
325,N011_018_SR_1_T_01,DDT totale,0.0,CASTEL SAN VINCENZO
326,I027_018_SS_2_T_01,CHINOSSIFEN,0.0,VASTOGIRARDI
327,I027_018_SS_3_T_01,"DDE, op",0.0,CIVITANOVA DEL SANNIO
328,N011_018_SR_2_T_02,"DDT, pp",0.0,MONTAQUILA
329,N011_018_SS_3_T_01,"1,2-DICLOROETANO",0.0,SESTO CAMPANO
330,R14_001_012_SS_4_T_01,ENDOSULFAN,0.0,LARINO
331,R14_001_018_SR_1_T_01,ESACLOROCICLOESANO alfa,0.0,BOJANO
332,I027_018_SS_4_T_01,"DDE, op",0.0,ROCCAVIVARA
333,N011_018_SR_1_T_01,PROPACLOR,0.0,CASTEL SAN VINCENZO
334,N011_018_SR_1_T_01,ATRAZINA,0.0,CASTEL SAN VINCENZO
335,N011_018_SR_1_T_01,ALACLOR,0.0,CASTEL SAN VINCENZO
336,N011_018_SR_1_T_01,TRIFLURALIN,0.0,CASTEL SAN VINCENZO
337,R14_001_018_SS_2_T_01,NAFTALENE,0.0,CASTROPIGNANO
338,R14_001_018_SS_2_T_01,ENDOSULFAN,0.0,CASTROPIGNANO
339,R14_001_018_SS_2_T_01,ESACLOROBENZENE,0.0,CASTROPIGNANO
340,R14_001_018_SS_2_T_01,ESACLOROCICLOESANO beta,0.0,CASTROPIGNANO
341,R14_001_018_SS_2_T_01,DIURON,0.0,CASTROPIGNANO
342,R14_001_018_SS_2_T_01,"DDT, pp",0.0,CASTROPIGNANO
343,R14_001_018_SS_2_T_01,"DDD, op",0.0,CASTROPIGNANO
344,R14_001_018_SS_2_T_01,ESACLOROCICLOESANO gamma,0.0,CASTROPIGNANO
345,R14_001_018_SS_2_T_01,TERBUTILAZINA,0.0,CASTROPIGNANO
346,R14_001_018_SS_2_T_01,PENTACLOROBENZENE,0.0,CASTROPIGNANO
347,R14_001_018_SS_2_T_01,PROMETRINA,0.0,CASTROPIGNANO
348,R14_001_018_SS_2_T_01,EPTACLORO,0.0,CASTROPIGNANO
349,R14_001_018_SS_3_T_01,NAFTALENE,0.0,MORRONE DEL SANNIO
350,R14_001_018_SS_3_T_01,EPTACLORO,0.0,MORRONE DEL SANNIO
351,R14_001_018_SS_3_T_01,PROMETRINA,0.0,MORRONE DEL SANNIO
352,R14_001_018_SS_3_T_01,PENTACLOROBENZENE,0.0,MORRONE DEL SANNIO
353,R14_001_018_SS_3_T_01,"DDD, op",0.0,MORRONE DEL SANNIO
354,R14_001_018_SS_3_T_01,METOLACLOR,0.0,MORRONE DEL SANNIO
355,R14_001_018_SS_3_T_01,"DDT, pp",0.0,MORRONE DEL SANNIO
356,R14_001_018_SS_3_T_01,CLORFENVINFOS,0.0,MORRONE DEL SANNIO
357,R14_001_018_SS_3_T_01,"DDE, op",0.0,MORRONE DEL SANNIO
358,R14_001_018_SS_3_T_01,ISOPROTURON,0.0,MORRONE DEL SANNIO
359,R14_001_018_SS_3_T_01,DIURON,0.0,MORRONE DEL SANNIO
360,R14_001_018_SS_3_T_01,ESACLOROCICLOESANO delta,0.0,MORRONE DEL SANNIO
361,R14_001_018_SS_3_T_01,ESACLOROCICLOESANO beta,0.0,MORRONE DEL SANNIO
362,R14_001_018_SS_3_T_01,ESACLOROCICLOESANO alfa,0.0,MORRONE DEL SANNIO
363,R14_001_018_SS_3_T_01,PROPIZAMIDE,0.0,MORRONE DEL SANNIO
364,R14_001_018_SS_3_T_01,MOLINATE,0.0,MORRONE DEL SANNIO
365,R14_001_018_SS_3_T_01,PROPACLOR,0.0,MORRONE DEL SANNIO
366,R14_001_018_SS_3_T_01,ATRAZINA,0.0,MORRONE DEL SANNIO
367,R14_001_018_SS_3_T_01,ALACLOR,0.0,MORRONE DEL SANNIO
368,R14_001_018_SS_3_T_01,TRIFLURALIN,0.0,MORRONE DEL SANNIO
369,R14_001_018_SS_3_T_01,CHINOSSIFEN,0.0,MORRONE DEL SANNIO
370,R14_001_018_SS_3_T_01,SIMAZINA,0.0,MORRONE DEL SANNIO
371,R14_001_018_SS_3_T_01,ESACLOROBENZENE,0.0,MORRONE DEL SANNIO
372,R14_001_018_SS_3_T_01,DICOFOL,0.0,MORRONE DEL SANNIO
373,R14_001_018_SS_3_T_01,"1,2-DICLOROETANO",0.0,MORRONE DEL SANNIO
374,I027_012_SS_4_T_01,DDT totale,0.0,MONTENERO DI BISACCIA
375,I027_018_SS_3_T_01,ANTIPARASSITARI CICLODIENE,0.0,CIVITANOVA DEL SANNIO
376,I027_018_SS_4_T_01,ANTIPARASSITARI CICLODIENE,0.0,ROCCAVIVARA
377,R14_001_012_SS_4_T_01,CHINOSSIFEN,0.0,LARINO
378,I027_018_SS_2_T_01,DIURON,0.0,VASTOGIRARDI
379,I027_018_SS_2_T_01,ESACLOROCICLOESANO delta,0.0,VASTOGIRARDI
380,I027_018_SS_3_T_01,PROMETRINA,0.0,CIVITANOVA DEL SANNIO
381,I027_018_SS_3_T_01,PENTACLOROBENZENE,0.0,CIVITANOVA DEL SANNIO
382,I027_018_SS_3_T_01,ESACLOROCICLOESANO gamma,0.0,CIVITANOVA DEL SANNIO
383,N011_018_SR_2_T_02,PENTACLOROBENZENE,0.0,MONTAQUILA
384,N011_018_SR_2_T_02,TRIFLURALIN,0.0,MONTAQUILA
385,R14_001_012_SS_4_T_01,PROPAZINA,0.0,LARINO
