Macrocomune,Sostanza,Conc_max
Bari,DIFENOCONAZOLO,0.0
Bari,DIMETENAMIDE,0.0
Bari,DIMETOATO,0.0
Bari,DIMETOMORF,0.0
Bari,DIQUAT,0.0
Bari,DIURON,0.0
Bari,DODINA,0.0
Bari,"ENDOSULFAN, alfa",0.0
Bari,"ENDOSULFAN, beta",0.0
Bari,ESACLOROBENZENE,0.0
Bari,ESACLOROCICLOESANO alfa,0.0
Bari,ESACLOROCICLOESANO beta,0.0
Bari,ESACLOROCICLOESANO delta,0.0
Bari,ESACLOROCICLOESANO gamma,0.0
Bari,ETOFENPROX,0.0
Bari,ETOFUMESATE,0.0
Bari,ETOPROFOS,0.0
Bari,Eptacloro ed eptacloro epossido,0.0
Bari,FENAMIDONE,0.0
Bari,FENHEXAMID,0.0
Bari,FENITROTION,0.0
Bari,FENTION,0.0
Bari,FLUAZIFOP-P-BUTILE,0.0
Bari,FLUDIOXONIL,0.0
Bari,FLUFENACET,0.0
Bari,FLUOPICOLIDE,0.0
Bari,FLUOPYRAM,0.0
Bari,FLUROXIPIR,0.0
Bari,FOLPET,0.0
Bari,FORMETANATE,0.0
Bari,FOSETIL-ALLUMINIO,0.0
Bari,FOSMET,0.0
Bari,GLIFOSATE,0.09
Bari,GLUFOSINATE-AMMONIO,0.0
Bari,IMIDACLOPRID,0.0
Bari,IOXINIL,0.0
Bari,IPRODIONE,0.0
Bari,IPROVALICARB,0.0
Bari,ISOPROTURON,0.0
Bari,LENACIL,0.0
Bari,LINURON,0.0
Bari,MALATION,0.0
Bari,MANDIPROPAMID,0.0
Bari,MCPA,0.0
Bari,MECOPROP,0.0
Bari,MESOSULFURON-METILE,0.0
Bari,METALAXIL,0.0
Bari,METAMIDOFOS,0.0
Bari,METAMITRON,0.0
Bari,METIOCARB,0.0
Bari,METOLACLOR,0.0
Bari,METOSSIFENOZIDE,0.0
Bari,METRAFENONE,0.0
Bari,METRIBUZIN,0.0
Bari,MEVINPHOS,0.0
Bari,MICLOBUTANIL,0.0
Bari,OMETOATO,0.0
Bari,OSSIDEMETON-METILE,0.0
Bari,OXADIAZON,0.0
Bari,OXIFLUORFEN,0.0
Bari,PARATION-ETILE,0.0
Bari,PARATION-METILE,0.0
Bari,PENCONAZOLO,0.0
Bari,PENDIMETALIN,0.0
Bari,PENTACLOROBENZENE,0.0
Bari,PENTACLOROFENOLO,0.0
Bari,PICOXISTROBIN,0.0
Bari,PINOXADEN,0.0
Bari,PIRACLOSTROBIN,0.0
Bari,PIRIMETANIL,0.0
Bari,PROCLORAZ,0.0
Bari,PROPAMOCARB,0.0
Bari,PROPICONAZOLO,0.0
Bari,PROPIZAMIDE,0.0
Bari,SEDAXANE,0.0
Bari,SIMAZINA,0.0
Bari,SPINOSAD,0.0
Bari,SPIROXAMINA,0.0
Bari,TEBUCONAZOLO,0.04
Bari,TEBUFENPIRAD,0.0
Bari,TERBUTRINA,0.0
Bari,TETRACONAZOLO,0.08
Bari,TIACLOPRID,0.0
Bari,TIOPHANATE-METHYL,0.0
Bari,TOLCLOFOS-METILE,0.0
Bari,TRIALLATE,0.0
Bari,TRIBENURON-METILE,0.0
Bari,TRICICLAZOLO,0.0
Bari,TRICLOPIR,0.0
Bari,TRIFLURALIN,0.0
Barletta-Andria-Trani,"1,3-DICLOROPROPENE",0.0
Barletta-Andria-Trani,1-ACIDO NAFTILACETICO,0.0
Barletta-Andria-Trani,"2,4,5-TRICLOROFENOLO",0.0
Barletta-Andria-Trani,"2,4,5-TRICLOROFENOSSIACETICO ACIDO",0.0
Barletta-Andria-Trani,"2,4-DICLOROFENOLO",0.0
Barletta-Andria-Trani,"2,4-DICLOROFENOSSIACETICO ACIDO",0.0
Barletta-Andria-Trani,"3,4-DICLOROANILINA",0.0
Barletta-Andria-Trani,ACETAMIPRID,0.0
Barletta-Andria-Trani,ACLONIFEN,0.0
Barletta-Andria-Trani,ALACLOR,0.0
Barletta-Andria-Trani,AMPA,9.37
Barletta-Andria-Trani,ATRAZINA,0.0
Barletta-Andria-Trani,ATRAZINA DESETIL,0.0
Barletta-Andria-Trani,AZINFOS-ETILE,0.0
Barletta-Andria-Trani,AZINFOS-METILE,0.0
Barletta-Andria-Trani,AZOSSISTROBINA,0.21
Barletta-Andria-Trani,BENSULFURON-METILE,0.0
Barletta-Andria-Trani,BENTAZONE,0.0
Barletta-Andria-Trani,BIFENOX,0.0
Barletta-Andria-Trani,BOSCALID,0.38
Barletta-Andria-Trani,BROMOXINIL-FENOLO,0.0
Barletta-Andria-Trani,BUPIRIMATE,0.0
Barletta-Andria-Trani,CAPTANO,0.0
Barletta-Andria-Trani,CARBENDAZIM,0.43
Barletta-Andria-Trani,CHINOSSIFEN,0.0
Barletta-Andria-Trani,CIALOTRINA-LAMBDA,0.0
Barletta-Andria-Trani,CIAZOFAMID,0.0
Barletta-Andria-Trani,CIBUTRINA,0.0
Barletta-Andria-Trani,CICLOXIDIM,0.0
Barletta-Andria-Trani,CIMOXANIL,0.0
Barletta-Andria-Trani,CIPERMETRINA,0.0
Barletta-Andria-Trani,CIPROCONAZOLO,0.0
Barletta-Andria-Trani,CIPRODINIL,0.0
Barletta-Andria-Trani,CLODINAFOP-PROPARGIL,0.0
Barletta-Andria-Trani,CLOPYRALID,0.0
Barletta-Andria-Trani,CLORANTRANILIPROLO,0.088
Barletta-Andria-Trani,CLORFENVINFOS,0.0
Barletta-Andria-Trani,CLORIDAZON,0.0
Barletta-Andria-Trani,CLOROTALONIL,0.0
Barletta-Andria-Trani,CLOROTOLURON,0.0
Barletta-Andria-Trani,CLORPIRIFOS,0.0139999999999999
Barletta-Andria-Trani,CLORPIRIFOS-METILE,0.0
Barletta-Andria-Trani,CLOTHIANIDIN,0.0
Barletta-Andria-Trani,DAZOMET,0.0
Barletta-Andria-Trani,"DDT, pp",0.0
Barletta-Andria-Trani,DELTAMETRINA,0.0
Barletta-Andria-Trani,DEMETON-O,0.0
Barletta-Andria-Trani,DICAMBA,0.0
Barletta-Andria-Trani,DICLORVOS,0.0
Barletta-Andria-Trani,DICOFOL,0.0
Barletta-Andria-Trani,DIFENOCONAZOLO,0.0
Barletta-Andria-Trani,DIMETENAMIDE,0.0
Barletta-Andria-Trani,DIMETOATO,0.1
Barletta-Andria-Trani,DIMETOMORF,0.27
Barletta-Andria-Trani,DIQUAT,0.0
Barletta-Andria-Trani,DITIANON,0.0
Barletta-Andria-Trani,DIURON,0.0
Barletta-Andria-Trani,DODINA,0.039
Barletta-Andria-Trani,"ENDOSULFAN, alfa",0.0
Barletta-Andria-Trani,"ENDOSULFAN, beta",0.0
Barletta-Andria-Trani,ESACLOROBENZENE,0.0
Barletta-Andria-Trani,ESACLOROCICLOESANO alfa,0.0
Barletta-Andria-Trani,ESACLOROCICLOESANO beta,0.0
Barletta-Andria-Trani,ESACLOROCICLOESANO delta,0.0
Barletta-Andria-Trani,ESACLOROCICLOESANO gamma,0.0
Barletta-Andria-Trani,ETEFON,0.0
Barletta-Andria-Trani,ETOFENPROX,0.0
Barletta-Andria-Trani,ETOFUMESATE,0.0
Barletta-Andria-Trani,ETOPROFOS,0.03
Barletta-Andria-Trani,EXITIAZOX,0.0
Barletta-Andria-Trani,FENAMIDONE,0.0
Barletta-Andria-Trani,FENHEXAMID,0.0
Barletta-Andria-Trani,FENITROTION,0.0
Barletta-Andria-Trani,FENMEDIFAM,0.0
Barletta-Andria-Trani,FENPYRAZAMINE,0.0
Barletta-Andria-Trani,FENTION,0.0
Barletta-Andria-Trani,FLONICAMID,0.0
Barletta-Andria-Trani,FLUAZIFOP-P-BUTILE,0.0
Barletta-Andria-Trani,FLUDIOXONIL,0.0
Barletta-Andria-Trani,FLUFENACET,0.0
Barletta-Andria-Trani,FLUOPICOLIDE,0.0
Barletta-Andria-Trani,FLUOPYRAM,0.0
Barletta-Andria-Trani,FLUROXIPIR,0.0
Barletta-Andria-Trani,FOLPET,0.0
Barletta-Andria-Trani,FORMETANATE,0.0
Barletta-Andria-Trani,FOSETIL-ALLUMINIO,0.0
Barletta-Andria-Trani,FOSMET,0.0
Barletta-Andria-Trani,GIBBERELLICO A3 ACIDO,0.0
Barletta-Andria-Trani,GLIFOSATE,1.04
Barletta-Andria-Trani,GLUFOSINATE-AMMONIO,0.0
Barletta-Andria-Trani,IMIDACLOPRID,0.036
Barletta-Andria-Trani,IOXINIL,0.0
Barletta-Andria-Trani,IPRODIONE,0.0
Barletta-Andria-Trani,IPROVALICARB,0.0
Barletta-Andria-Trani,ISOPROTURON,0.0
Barletta-Andria-Trani,LENACIL,0.0
Barletta-Andria-Trani,LINURON,0.0
Barletta-Andria-Trani,MALATION,0.0
Barletta-Andria-Trani,MANDIPROPAMID,0.0
Barletta-Andria-Trani,MCPA,0.0
Barletta-Andria-Trani,MECOPROP,0.0
Barletta-Andria-Trani,MEPTILDINOCAP,0.0
Barletta-Andria-Trani,MESOSULFURON-METILE,0.0
Barletta-Andria-Trani,METALAXIL,0.15
Barletta-Andria-Trani,METAMIDOFOS,0.0
Barletta-Andria-Trani,METAMITRON,0.0
Barletta-Andria-Trani,METAZACLOR,0.0394
Barletta-Andria-Trani,METIOCARB,0.0
Barletta-Andria-Trani,METOLACLOR,0.71
Barletta-Andria-Trani,METOMIL,0.0
Barletta-Andria-Trani,METOSSIFENOZIDE,0.067
Barletta-Andria-Trani,METRAFENONE,0.0
Barletta-Andria-Trani,METRIBUZIN,0.0
Barletta-Andria-Trani,MEVINPHOS,0.0
Barletta-Andria-Trani,MICLOBUTANIL,0.0
Barletta-Andria-Trani,OMETOATO,0.0
Barletta-Andria-Trani,OSSIDEMETON-METILE,0.0
Barletta-Andria-Trani,OXADIAZON,0.05
Barletta-Andria-Trani,OXAMIL,0.0
Barletta-Andria-Trani,OXIFLUORFEN,0.0
Barletta-Andria-Trani,PARATION-ETILE,0.0
Barletta-Andria-Trani,PARATION-METILE,0.0
Barletta-Andria-Trani,PENCONAZOLO,0.06
Barletta-Andria-Trani,PENDIMETALIN,0.0
Barletta-Andria-Trani,PENTACLOROBENZENE,0.0
Barletta-Andria-Trani,PENTACLOROFENOLO,0.0
Barletta-Andria-Trani,PICOXISTROBIN,0.0
Barletta-Andria-Trani,PINOXADEN,0.0
Barletta-Andria-Trani,PIRACLOSTROBIN,0.0
Barletta-Andria-Trani,PIRIMETANIL,0.0
Barletta-Andria-Trani,PROCLORAZ,0.0
Barletta-Andria-Trani,PROPAMOCARB,0.0
Barletta-Andria-Trani,PROPICONAZOLO,0.04
