,Codice stazione,Sostanza,Conc_max,Comune
3356,IT017-BR-P02-F,TERBUTRINA,0.0113,Montescaglioso
3357,IT017-BR-P02-F,AZOSSISTROBINA,0.0064,Montescaglioso
3358,IT017-BR-P02-F,"2,4-DICLOROFENOSSIACETICO ACIDO",0.0798,Montescaglioso
3359,IT017-BR-P02-F,MECOPROP,0.0814,Montescaglioso
3360,IT017-BR-P02-F,PENCONAZOLO,0.001,Montescaglioso
3361,IT017-BR-P02-F,2-IDROSSITERBUTILAZINA,0.0167,Montescaglioso
3362,IT017-BR-P02-F,METALAXIL-M,0.0058,Montescaglioso
3363,IT017-BR-P02-F,FENHEXAMID,0.0106,Montescaglioso
3364,IT017-BR-P02-F,CLORANTRANILIPROLO,0.0006,Montescaglioso
3365,IT017-BR-P02-F,MESOSULFURON-METILE,0.0027,Montescaglioso
3366,IT017-BR-P02-F,DIMETOMORF,0.0008,Montescaglioso
3367,IT017-BR-P02-F,MICLOBUTANIL,0.0006,Montescaglioso
3368,IT017-BR-P02-F,TETRACONAZOLO,0.005,Montescaglioso
3369,IT017-BR-P02-F,CIPROCONAZOLO,0.008,Montescaglioso
3370,IT017-BR-P02-F,MCPA,0.0067,Montescaglioso
3371,IT017-BR-P02-F,SIMAZINA,0.0009,Montescaglioso
3372,IT017-BR-P02-F,DIURON,0.009000000000000001,Montescaglioso
3373,IT017-BR-P02-F,TIABENDAZOLO,0.0008,Montescaglioso
3374,IT017-BR-P02-F,ISOPROTURON,0.0034,Montescaglioso
3375,IT017-BR-P02-F,DIMETOATO,0.00026000000000000003,Montescaglioso
3376,IT017-BR-P02-F,TEBUCONAZOLO,0.0143,Montescaglioso
3435,IT017-BR-P03-F,AZOSSISTROBINA,0.012,Montescaglioso
3436,IT017-BR-P03-F,MCPA,0.015,Montescaglioso
3437,IT017-BR-P03-F,CIPROCONAZOLO,0.0206,Montescaglioso
3438,IT017-BR-P03-F,MESOSULFURON-METILE,0.0052,Montescaglioso
3439,IT017-BR-P03-F,TIABENDAZOLO,0.00042,Montescaglioso
3440,IT017-BR-P03-F,TETRACONAZOLO,0.004,Montescaglioso
3441,IT017-BR-P03-F,"2,4-DICLOROFENOSSIACETICO ACIDO",0.0798,Montescaglioso
3442,IT017-BR-P03-F,TEBUCONAZOLO,0.0103,Montescaglioso
3443,IT017-BR-P03-F,MICLOBUTANIL,0.0006,Montescaglioso
3444,IT017-BR-P03-F,TERBUTRINA,0.0143,Montescaglioso
3445,IT017-BR-P03-F,METALAXIL-M,0.012,Montescaglioso
3446,IT017-BR-P03-F,DIMETOMORF,0.0029,Montescaglioso
3447,IT017-BR-P03-F,PENCONAZOLO,0.003,Montescaglioso
3448,IT017-BR-P03-F,DIMETOATO,0.0011,Montescaglioso
3449,IT017-BR-P03-F,METOLACLOR,0.00035,Montescaglioso
3450,IT017-BR-P03-F,CLORANTRANILIPROLO,0.0006,Montescaglioso
3451,IT017-BR-P03-F,CLORIDAZON,0.00011999999999999999,Montescaglioso
3452,IT017-BR-P03-F,CICLOXIDIM,0.00011999999999999999,Montescaglioso
3453,IT017-BR-P03-F,MECOPROP,0.0031,Montescaglioso
3486,IT017-BR-P06-F,AZOSSISTROBINA,0.0195,Genzano di Lucania
3487,IT017-BR-P06-F,"2,4-DICLOROFENOSSIACETICO ACIDO",0.036000000000000004,Genzano di Lucania
3488,IT017-BR-P06-F,TEBUCONAZOLO,0.0054,Genzano di Lucania
3489,IT017-BR-P06-F,CIPROCONAZOLO,0.0195,Genzano di Lucania
3490,IT017-BR-P06-F,BOSCALID,0.0009,Genzano di Lucania
3491,IT017-BR-P06-F,TERBUTRINA,0.0053,Genzano di Lucania
3492,IT017-BR-P06-F,DIMETOATO,0.0007,Genzano di Lucania
3493,IT017-BR-P06-F,CLORANTRANILIPROLO,0.0016,Genzano di Lucania
3494,IT017-BR-P06-F,METALAXIL-M,0.1929,Genzano di Lucania
3495,IT017-BR-P06-F,2-IDROSSITERBUTILAZINA,0.0014,Genzano di Lucania
3496,IT017-BR-P06-F,MESOSULFURON-METILE,0.0013,Genzano di Lucania
3497,IT017-BR-P06-F,TIABENDAZOLO,0.0002,Genzano di Lucania
3498,IT017-BR-P06-F,CLORIDAZON,0.00015,Genzano di Lucania
3499,IT017-BR-P06-F,TETRACONAZOLO,0.002,Genzano di Lucania
3500,IT017-BR-P06-F,BENTAZONE,0.09,Genzano di Lucania
3501,IT017-BR-P06-F,MECOPROP,0.002,Genzano di Lucania
3502,IT017-BR-P06-F,METOLACLOR,0.0009,Genzano di Lucania
3503,IT017-BR-P06-F,CICLOXIDIM,0.00103,Genzano di Lucania
3504,IT017-BR-P06-F,DIMETOMORF,0.0014,Genzano di Lucania
3566,IT017-BR-P08-F,DIMETOATO,0.0004,Irsina
3567,IT017-BR-P08-F,AZOSSISTROBINA,0.0109,Irsina
3568,IT017-BR-P08-F,TETRACONAZOLO,0.003,Irsina
3569,IT017-BR-P08-F,"2,4-DICLOROFENOSSIACETICO ACIDO",0.031,Irsina
3570,IT017-BR-P08-F,TERBUTRINA,0.0007,Irsina
3571,IT017-BR-P08-F,TEBUCONAZOLO,0.0147,Irsina
3572,IT017-BR-P08-F,DIMETOMORF,0.0021,Irsina
3573,IT017-BR-P08-F,MICLOBUTANIL,0.0005,Irsina
3574,IT017-BR-P08-F,CLORANTRANILIPROLO,0.0006,Irsina
3575,IT017-BR-P08-F,DIURON,0.0042,Irsina
3576,IT017-BR-P08-F,METALAXIL-M,0.0046,Irsina
3577,IT017-BR-P08-F,TIABENDAZOLO,0.0001,Irsina
3578,IT017-BR-P08-F,2-IDROSSITERBUTILAZINA,0.0023,Irsina
3579,IT017-BR-P08-F,CIPROCONAZOLO,0.00086,Irsina
3580,IT017-BR-P08-F,MESOSULFURON-METILE,0.006999999999999999,Irsina
3581,IT017-BR-P08-F,MCPA,0.02,Irsina
3582,IT017-BR-P08-F,PENCONAZOLO,0.001,Irsina
3583,IT017-BR-P08-F,BOSCALID,0.0009,Irsina
3584,IT017-BR-P08-F,MECOPROP,0.003,Irsina
3585,IT017-BR-P08-F,ATRAZINA DESISOPROPIL,0.00079,Irsina
3586,IT017-BR-P08-F,METOLACLOR,0.001,Irsina
3644,IT017-BR-P12-F,DIMETOMORF,0.0009,Matera
3645,IT017-BR-P12-F,TIABENDAZOLO,0.0013,Matera
3646,IT017-BR-P12-F,AZOSSISTROBINA,0.0091,Matera
3647,IT017-BR-P12-F,TERBUTRINA,0.0273,Matera
3648,IT017-BR-P12-F,MICLOBUTANIL,0.0005,Matera
3649,IT017-BR-P12-F,MECOPROP,0.0035,Matera
3650,IT017-BR-P12-F,DIMETOATO,0.001,Matera
3651,IT017-BR-P12-F,CIPROCONAZOLO,0.0182,Matera
3652,IT017-BR-P12-F,TEBUCONAZOLO,0.009000000000000001,Matera
3653,IT017-BR-P12-F,"2,4-DICLOROFENOSSIACETICO ACIDO",0.023,Matera
3654,IT017-BR-P12-F,DIURON,0.0466,Matera
3655,IT017-BR-P12-F,METOLACLOR,0.00013000000000000002,Matera
3656,IT017-BR-P12-F,PROPOXUR,0.00128,Matera
3657,IT017-BR-P12-F,BOSCALID,0.0008,Matera
3658,IT017-BR-P12-F,PROPICONAZOLO,0.00044,Matera
3659,IT017-BR-P12-F,TETRACONAZOLO,0.003,Matera
3660,IT017-BR-P12-F,PENCONAZOLO,0.0012,Matera
3661,IT017-BR-P12-F,2-IDROSSITERBUTILAZINA,0.0217,Matera
3662,IT017-BR-P12-F,METALAXIL-M,0.0311,Matera
3663,IT017-BR-P12-F,ATRAZINA DESISOPROPIL,0.0015400000000000001,Matera
3664,IT017-BR-P12-F,FENHEXAMID,0.00047999999999999996,Matera
3665,IT017-BR-P12-F,MESOSULFURON-METILE,0.0039,Matera
3666,IT017-BR-P12-F,CLORANTRANILIPROLO,0.0007,Matera
3723,IT017-BR-P13-F,"2,4-DICLOROFENOSSIACETICO ACIDO",0.1805,Tolve
3724,IT017-BR-P13-F,MECOPROP,0.0012,Tolve
3725,IT017-BR-P13-F,AZOSSISTROBINA,0.001,Tolve
3726,IT017-BR-P13-F,DIMETOATO,0.0014,Tolve
3727,IT017-BR-P13-F,TERBUTRINA,0.0008,Tolve
3728,IT017-BR-P13-F,METALAXIL-M,0.0069,Tolve
3729,IT017-BR-P13-F,MCPA,0.2176,Tolve
3730,IT017-BR-P13-F,TEBUCONAZOLO,0.0008,Tolve
3802,IT017-BR-P15-L,MCPA,0.006,Acerenza
3803,IT017-BR-P15-L,MESOSULFURON-METILE,0.0086,Acerenza
3804,IT017-BR-P15-L,"2,4-DICLOROFENOSSIACETICO ACIDO",0.306,Acerenza
3805,IT017-BR-P15-L,TERBUTRINA,0.0014,Acerenza
3806,IT017-BR-P15-L,AZOSSISTROBINA,0.0127,Acerenza
3807,IT017-BR-P15-L,TEBUCONAZOLO,0.0068,Acerenza
3808,IT017-BR-P15-L,MECOPROP,0.005,Acerenza
3853,IT017-BR-P16-L,"2,4-DICLOROFENOSSIACETICO ACIDO",0.184,Genzano di Lucania
3854,IT017-BR-P16-L,TERBUTRINA,0.0025,Genzano di Lucania
3855,IT017-BR-P16-L,DIMETOATO,0.0041,Genzano di Lucania
3856,IT017-BR-P16-L,MECOPROP,0.009000000000000001,Genzano di Lucania
3857,IT017-BR-P16-L,TEBUCONAZOLO,0.00325,Genzano di Lucania
3858,IT017-BR-P16-L,MCPA,0.005,Genzano di Lucania
3859,IT017-BR-P16-L,BENTAZONE,0.022000000000000002,Genzano di Lucania
3860,IT017-BR-P16-L,AZOSSISTROBINA,0.0043,Genzano di Lucania
3861,IT017-BR-P16-L,CIPROCONAZOLO,0.00314,Genzano di Lucania
3862,IT017-BR-P16-L,CLORANTRANILIPROLO,0.001,Genzano di Lucania
3863,IT017-BR-P16-L,2-IDROSSITERBUTILAZINA,0.0042,Genzano di Lucania
3864,IT017-BR-P16-L,DIMETOMORF,0.0024,Genzano di Lucania
3865,IT017-BR-P16-L,TIABENDAZOLO,0.00018999999999999998,Genzano di Lucania
3866,IT017-BR-P16-L,DIURON,0.003,Genzano di Lucania
3867,IT017-BR-P16-L,METALAXIL-M,0.002,Genzano di Lucania
3868,IT017-BR-P16-L,MESOSULFURON-METILE,0.00035,Genzano di Lucania
3869,IT017-BR-P16-L,TETRACONAZOLO,0.001,Genzano di Lucania
3870,IT017-BR-P16-L,PIRACLOSTROBIN,0.0004,Genzano di Lucania
3871,IT017-BR-P16-L,BOSCALID,0.0008,Genzano di Lucania
3932,IT017-BR-P18-L,MESOSULFURON-METILE,0.0055,Genzano di Lucania
3933,IT017-BR-P18-L,TEBUCONAZOLO,0.00967,Genzano di Lucania
3934,IT017-BR-P18-L,AZOSSISTROBINA,0.0109,Genzano di Lucania
3935,IT017-BR-P18-L,METALAXIL-M,0.005,Genzano di Lucania
3936,IT017-BR-P18-L,METOLACLOR,0.0003,Genzano di Lucania
3937,IT017-BR-P18-L,MCPA,0.012,Genzano di Lucania
3938,IT017-BR-P18-L,TETRACONAZOLO,0.00343,Genzano di Lucania
3939,IT017-BR-P18-L,"2,4-DICLOROFENOSSIACETICO ACIDO",0.1639,Genzano di Lucania
3940,IT017-BR-P18-L,MICLOBUTANIL,0.0007,Genzano di Lucania
3941,IT017-BR-P18-L,DIMETOMORF,0.0012,Genzano di Lucania
3942,IT017-BR-P18-L,CIPROCONAZOLO,0.0231,Genzano di Lucania
3943,IT017-BR-P18-L,MECOPROP,0.0057,Genzano di Lucania
3944,IT017-BR-P18-L,BENTAZONE,0.0068,Genzano di Lucania
3945,IT017-BR-P18-L,DIMETOATO,0.0002,Genzano di Lucania
3946,IT017-BR-P18-L,BOSCALID,0.00117,Genzano di Lucania
3947,IT017-BR-P18-L,2-IDROSSITERBUTILAZINA,0.0032,Genzano di Lucania
3948,IT017-BR-P18-L,TERBUTRINA,0.0007,Genzano di Lucania
3949,IT017-BR-P18-L,PENCONAZOLO,0.001,Genzano di Lucania
3950,IT017-BR-P18-L,CLORIDAZON,0.00039,Genzano di Lucania
3951,IT017-BR-P18-L,CICLOXIDIM,0.00011,Genzano di Lucania
3952,IT017-BR-P18-L,CLORANTRANILIPROLO,0.0008289999999999999,Genzano di Lucania
3953,IT017-BR-P18-L,METRIBUZIN,0.0017800000000000001,Genzano di Lucania
3954,IT017-BR-P18-L,TIABENDAZOLO,0.0003,Genzano di Lucania
3955,IT017-BR-P18-L,METOSSIFENOZIDE,0.00067,Genzano di Lucania
4012,IT017-BS01,BOSCALID,0.00072,Albano di Lucania
4013,IT017-BS01,TERBUTRINA,0.0129,Albano di Lucania
4014,IT017-BS01,TIABENDAZOLO,0.00042,Albano di Lucania
4015,IT017-BS01,TEBUCONAZOLO,0.002,Albano di Lucania
4016,IT017-BS01,AZOSSISTROBINA,0.0004,Albano di Lucania
4017,IT017-BS01,DIMETOMORF,0.0007,Albano di Lucania
4018,IT017-BS01,2-IDROSSITERBUTILAZINA,0.00851,Albano di Lucania
4019,IT017-BS01,MECOPROP,0.006999999999999999,Albano di Lucania
4020,IT017-BS01,"2,4-DICLOROFENOSSIACETICO ACIDO",0.002,Albano di Lucania
4089,IT017-BS03,TERBUTRINA,0.0027,Pisticci
4090,IT017-BS03,MECOPROP,0.042,Pisticci
4091,IT017-BS03,TEBUCONAZOLO,0.0058,Pisticci
4092,IT017-BS03,SIMAZINA,0.0122,Pisticci
4093,IT017-BS03,DIURON,0.003,Pisticci
4094,IT017-BS03,PIRIMICARB-DESMETILE,0.1084,Pisticci
4095,IT017-BS03,AZOSSISTROBINA,0.002,Pisticci
4096,IT017-BS03,CLORIDAZON,0.0052,Pisticci
4097,IT017-BS03,DIMETOMORF,0.0048,Pisticci
4098,IT017-BS03,MICLOBUTANIL,0.0027,Pisticci
4099,IT017-BS03,TIABENDAZOLO,0.0003,Pisticci
4100,IT017-BS03,TETRACONAZOLO,0.011000000000000001,Pisticci
4101,IT017-BS03,METALAXIL-M,0.0613,Pisticci
4102,IT017-BS03,2-IDROSSITERBUTILAZINA,0.0088,Pisticci
4103,IT017-BS03,PENCONAZOLO,0.001,Pisticci
4104,IT017-BS03,DIMETOATO,0.0004,Pisticci
4105,IT017-BS03,METOLACLOR,0.0002,Pisticci
4106,IT017-BS03,CLORANTRANILIPROLO,0.0001,Pisticci
4107,IT017-BS03,"2,4-DICLOROFENOSSIACETICO ACIDO",0.003,Pisticci
4238,IT017-BS-P01-F,TERBUTRINA,0.0198,Brindisi di Montagna
4239,IT017-BS-P01-F,BOSCALID,0.0007,Brindisi di Montagna
4240,IT017-BS-P01-F,TIABENDAZOLO,0.0005,Brindisi di Montagna
4241,IT017-BS-P01-F,AZOSSISTROBINA,0.0004,Brindisi di Montagna
4242,IT017-BS-P01-F,TRIFLURALIN,0.0005,Brindisi di Montagna
4243,IT017-BS-P01-F,PENCONAZOLO,0.001,Brindisi di Montagna
4244,IT017-BS-P01-F,METOSSIFENOZIDE,0.0013,Brindisi di Montagna
4245,IT017-BS-P01-F,2-IDROSSITERBUTILAZINA,0.008,Brindisi di Montagna
4246,IT017-BS-P01-F,MICLOBUTANIL,0.0007,Brindisi di Montagna
4247,IT017-BS-P01-F,MECOPROP,0.006,Brindisi di Montagna
4248,IT017-BS-P01-F,TEBUCONAZOLO,0.002,Brindisi di Montagna
4249,IT017-BS-P01-F,DIMETOMORF,0.0001,Brindisi di Montagna
4250,IT017-BS-P01-F,TETRACONAZOLO,0.001,Brindisi di Montagna
4251,IT017-BS-P01-F,"2,4-DICLOROFENOSSIACETICO ACIDO",0.002,Brindisi di Montagna
4252,IT017-BS-P01-F,DIURON,0.004,Brindisi di Montagna
4318,IT017-BS-P02-F,TEBUCONAZOLO,0.0019,Anzi
4319,IT017-BS-P02-F,2-IDROSSITERBUTILAZINA,0.005,Anzi
4320,IT017-BS-P02-F,AZOSSISTROBINA,0.0002,Anzi
4396,IT017-BS-P03-F,TERBUTRINA,0.002,Potenza
4397,IT017-BS-P03-F,TEBUCONAZOLO,0.0022,Potenza
4398,IT017-BS-P03-F,DIMETOMORF,0.0001,Potenza
4399,IT017-BS-P03-F,METRIBUZIN,0.0001,Potenza
4400,IT017-BS-P03-F,BOSCALID,0.0002,Potenza
4401,IT017-BS-P03-F,"2,4-DICLOROFENOSSIACETICO ACIDO",0.004,Potenza
4402,IT017-BS-P03-F,AZOSSISTROBINA,0.0002,Potenza
4403,IT017-BS-P03-F,MICLOBUTANIL,0.0004,Potenza
4475,IT017-BS-P05-F,DIURON,0.013000000000000001,Montescaglioso
4476,IT017-BS-P05-F,TIABENDAZOLO,0.00031,Montescaglioso
4477,IT017-BS-P05-F,PROPOXUR,0.00055,Montescaglioso
4478,IT017-BS-P05-F,BOSCALID,0.00057,Montescaglioso
4479,IT017-BS-P05-F,TEBUCONAZOLO,0.00074,Montescaglioso
4480,IT017-BS-P05-F,TERBUTRINA,0.0011,Montescaglioso
4526,IT017-SI-P02-F,DIMETOMORF,0.0002,Senise
4527,IT017-SI-P02-F,TEBUCONAZOLO,0.0002,Senise
4528,IT017-SI-P02-F,AZOSSISTROBINA,0.0002,Senise
4600,IT017-SI-P13-L,TEBUCONAZOLO,0.0059,San Giorgio Lucano
4601,IT017-SI-P13-L,AZOSSISTROBINA,0.0008,San Giorgio Lucano
4602,IT017-SI-P13-L,DIMETOMORF,0.0006,San Giorgio Lucano
4603,IT017-SI-P13-L,2-IDROSSITERBUTILAZINA,0.0007,San Giorgio Lucano
4604,IT017-SI-P13-L,MICLOBUTANIL,0.0039,San Giorgio Lucano
4605,IT017-SI-P13-L,DIMETOATO,0.0002,San Giorgio Lucano
4606,IT017-SI-P13-L,CLORANTRANILIPROLO,0.0002,San Giorgio Lucano
4607,IT017-SI-P13-L,MESOSULFURON-METILE,0.0001,San Giorgio Lucano
4608,IT017-SI-P13-L,BOSCALID,0.0023,San Giorgio Lucano
4609,IT017-SI-P13-L,PENCONAZOLO,0.001,San Giorgio Lucano
4610,IT017-SI-P13-L,METALAXIL-M,0.005,San Giorgio Lucano
4698,IT17-OF-P08-L,AZOSSISTROBINA,0.0063,Pescopagano
4767,IT017-AG01,TIABENDAZOLO,0.0002,Grumento Nova
4769,IT017-AG01,DICLORVOS,0.0005,Grumento Nova
4781,IT017-AG01,TERBUTRINA,0.0012,Grumento Nova
4782,IT017-AG01,METOLACLOR,0.0014,Grumento Nova
4783,IT017-AG01,2-IDROSSITERBUTILAZINA,0.0027,Grumento Nova
4784,IT017-AG01,AZOSSISTROBINA,0.0002,Grumento Nova
4785,IT017-AG01,CLORANTRANILIPROLO,0.001,Grumento Nova
4786,IT017-AG01,ISOXAFLUTOLE,0.0266,Grumento Nova
4787,IT017-AG01,METALAXIL-M,0.0146,Grumento Nova
4788,IT017-AG01,DIMETOMORF,0.0014,Grumento Nova
4789,IT017-AG01,TEBUCONAZOLO,0.0033,Grumento Nova
4790,IT017-AG01,BOSCALID,0.0008,Grumento Nova
4791,IT017-AG01,PIRACLOSTROBIN,0.0012,Grumento Nova
4792,IT017-AG01,DIMETOATO,0.0004,Grumento Nova
4819,IT017-AG-P05-F,2-IDROSSITERBUTILAZINA,0.0013,Grumento Nova
4820,IT017-AG-P05-F,TERBUTRINA,0.002,Grumento Nova
4821,IT017-AG-P05-F,TIABENDAZOLO,0.0004,Grumento Nova
4822,IT017-AG-P05-F,BOSCALID,0.0007,Grumento Nova
