Comune,Codice stazione,Sostanza,Conc_max
ceriale,IT07CDCDFOCE,DICLORVOS,0.0
ceriale,IT07CDCDFOCE,MEVINPHOS,0.0
ceriale,IT07CDCDFOCE,TERBUTRINA,0.0
ceriale,IT07CDCDFOCE,MECOPROP,0.0
ceriale,IT07CDCDFOCE,"2,4,5-TRICLOROFENOSSIACETICO ACIDO",0.0
ceriale,IT07CDCDFOCE,AZINFOS-METILE,0.0
ceriale,IT07CDCDFOCE,"ENDOSULFAN, alfa",0.0
ceriale,IT07CDCDFOCE,METAMIDOFOS,0.0
ceriale,IT07CDCDFOCE,ENDOSULFAN-SOLFATO,0.0
albenga,IT07CTCT02M,AMPA,0.09
albenga,IT07CTCT02M,GLIFOSATE,0.07
albenga,IT07CTCT02M,METAMIDOFOS,0.0
albenga,IT07CTCT02M,"ENDOSULFAN, alfa",0.0
albenga,IT07CTCT02M,"2,4-DICLOROFENOSSIACETICO ACIDO",0.0
albenga,IT07CTCT02M,MCPA,0.0
albenga,IT07CTCT02M,"2,4,5-TRICLOROFENOSSIACETICO ACIDO",0.0
albenga,IT07CTCT02M,MECOPROP,0.0
albenga,IT07CTCT02M,TERBUTRINA,0.0
albenga,IT07CTCT02M,AZINFOS-METILE,0.0
albenga,IT07CTCT02M,MEVINPHOS,0.0
albenga,IT07CTCT02M,DICLORVOS,0.0
albenga,IT07CTCT02M,ESACLOROCICLOESANO,0.0
albenga,IT07CTCT02M,"DDE, op",0.0
albenga,IT07CTCT02M,ISOPROTURON,0.0
albenga,IT07CTCT02M,"ENDOSULFAN, beta",0.0
albenga,IT07CTCT02M,LINURON,0.0
albenga,IT07CTCT02M,DIURON,0.0
albenga,IT07CTCT02M,ESACLOROCICLOESANO delta,0.0
albenga,IT07CTCT02M,ESACLOROCICLOESANO beta,0.0
albenga,IT07CTCT02M,ESACLOROCICLOESANO alfa,0.0
albenga,IT07CTCT02M,DEMETON-O,0.0
albenga,IT07CTCT02M,PARATION-METILE,0.0
albenga,IT07CTCT02M,CLORPIRIFOS,0.0
albenga,IT07CTCT02M,CIBUTRINA,0.0
albenga,IT07CTCT02M,AZINFOS-ETILE,0.0
albenga,IT07CTCT02M,BENTAZONE,0.0
albenga,IT07CTCT02M,ATRAZINA,0.0
albenga,IT07CTCT02M,ALACLOR,0.0
albenga,IT07CTCT02M,TRIFLURALIN,0.0
albenga,IT07CTCT02M,SIMAZINA,0.0
albenga,IT07CTCT02M,MALATION,0.0
albenga,IT07CTCT02M,OMETOATO,0.0
vezzano ligure,IT07MAMA02,BOSCALID,0.0
vezzano ligure,IT07MAMA02,PIRACLOSTROBIN,0.0
vezzano ligure,IT07MAMA02,ALDICARBSULFONE,0.0
vezzano ligure,IT07MAMA02,MALAOXON,0.0
vezzano ligure,IT07MAMA02,METOSSIFENOZIDE,0.0
vezzano ligure,IT07MAMA02,ALACLOR,0.0
vezzano ligure,IT07MAMA02,TRIFLURALIN,0.0
vezzano ligure,IT07MAMA02,CARBOFURAN,0.0
vezzano ligure,IT07MAMA02,ZOXAMIDE,0.0
vezzano ligure,IT07MAMA02,TIABENDAZOLO,0.0
vezzano ligure,IT07MAMA02,FOXIM,0.0
vezzano ligure,IT07MAMA02,KRESOXIM-METILE,0.0
vezzano ligure,IT07MAMA02,TRIFLOXISTROBIN,0.0
vezzano ligure,IT07MAMA02,EPOSSICONAZOLO,0.0
vezzano ligure,IT07MAMA02,TRITICONAZOLO,0.0
vezzano ligure,IT07MAMA02,ETOPROFOS,0.0
vezzano ligure,IT07MAMA02,AZOSSISTROBINA,0.0
vezzano ligure,IT07MAMA02,FENHEXAMID,0.0
vezzano ligure,IT07MAMA02,METCONAZOLO,0.0
vezzano ligure,IT07MAMA02,CHINOSSIFEN,0.0
vezzano ligure,IT07MAMA02,SIMAZINA,0.0
vezzano ligure,IT07MAMA02,MALATION,0.0
vezzano ligure,IT07MAMA02,CIPRODINIL,0.0
vezzano ligure,IT07MAMA02,FENAZAQUIN,0.0
vezzano ligure,IT07MAMA02,DICLORPROP,0.0
vezzano ligure,IT07MAMA02,CIAZOFAMID,0.0
vezzano ligure,IT07MAMA02,DIFENOCONAZOLO,0.0
vezzano ligure,IT07MAMA02,TEBUFENPIRAD,0.0
vezzano ligure,IT07MAMA02,SPIROXAMINA,0.0
vezzano ligure,IT07MAMA02,BROMUCONAZOLO,0.0
vezzano ligure,IT07MAMA02,FENBUCONAZOLO,0.0
vezzano ligure,IT07MAMA02,TEBUFENOZIDE,0.0
vezzano ligure,IT07MAMA02,TETRACONAZOLO,0.0
vezzano ligure,IT07MAMA02,OMETOATO,0.0
vezzano ligure,IT07MAMA02,DIMETOMORF,0.0
vezzano ligure,IT07MAMA02,MEPANIPYRIM,0.0
vezzano ligure,IT07MAMA02,TEBUCONAZOLO,0.0
vezzano ligure,IT07MAMA02,GLIFOSATE,0.0
vezzano ligure,IT07MAMA02,AMPA,0.0
vezzano ligure,IT07MAMA02,CARBENDAZIM,0.0
vezzano ligure,IT07MAMA02,ENDOSULFAN-SOLFATO,0.0
vezzano ligure,IT07MAMA02,METAMIDOFOS,0.0
vezzano ligure,IT07MAMA02,PROSULFOCARB,0.0
vezzano ligure,IT07MAMA02,PIRIMETANIL,0.0
vezzano ligure,IT07MAMA02,"DDD, op",0.0
vezzano ligure,IT07MAMA02,TRIADIMENOL,0.0
vezzano ligure,IT07MAMA02,FENTION,0.0
vezzano ligure,IT07MAMA02,ETION,0.0
vezzano ligure,IT07MAMA02,PARATION-ETILE,0.0
vezzano ligure,IT07MAMA02,METALAXIL,0.0
vezzano ligure,IT07MAMA02,ESACLOROCICLOESANO gamma,0.0
vezzano ligure,IT07MAMA02,TERBUTILAZINA,0.0
vezzano ligure,IT07MAMA02,TIODICARB,0.0
vezzano ligure,IT07MAMA02,FENARIMOL,0.0
vezzano ligure,IT07MAMA02,DIMETOATO,0.0
vezzano ligure,IT07MAMA02,ESACLOROCICLOESANO,0.0
vezzano ligure,IT07MAMA02,DICLORVOS,0.0
vezzano ligure,IT07MAMA02,TRIFLUMURON,0.0
vezzano ligure,IT07MAMA02,PENCICURON,0.0
vezzano ligure,IT07MAMA02,PENCONAZOLO,0.0
vezzano ligure,IT07MAMA02,FLUTOLANIL,0.0
vezzano ligure,IT07MAMA02,METAZACLOR,0.0
vezzano ligure,IT07MAMA02,PROCLORAZ,0.0
vezzano ligure,IT07MAMA02,MONOCROTOFOS,0.0
vezzano ligure,IT07MAMA02,BUPROFEZIN,0.0
vezzano ligure,IT07MAMA02,FENOXICARB,0.0
vezzano ligure,IT07MAMA02,FLUTRIAFOL,0.0
vezzano ligure,IT07MAMA02,OXADIXIL,0.0
vezzano ligure,IT07MAMA02,MEVINPHOS,0.0
vezzano ligure,IT07MAMA02,EXITIAZOX,0.0
vezzano ligure,IT07MAMA02,ETOFENPROX,0.0
vezzano ligure,IT07MAMA02,TEFLUBENZURON,0.0
vezzano ligure,IT07MAMA02,ROTENONE,0.0
vezzano ligure,IT07MAMA02,FLUSILAZOLO,0.0
vezzano ligure,IT07MAMA02,AZINFOS-METILE,0.0
vezzano ligure,IT07MAMA02,TERBUTRINA,0.0
vezzano ligure,IT07MAMA02,MICLOBUTANIL,0.0
vezzano ligure,IT07MAMA02,"2,4,5-TRICLOROFENOSSIACETICO ACIDO",0.0
vezzano ligure,IT07MAMA02,CIPROCONAZOLO,0.0
vezzano ligure,IT07MAMA02,MCPA,0.0
vezzano ligure,IT07MAMA02,"2,4-DICLOROFENOSSIACETICO ACIDO",0.0
vezzano ligure,IT07MAMA02,PARAOXON-METILE,0.0
vezzano ligure,IT07MAMA02,METIDATION,0.0
vezzano ligure,IT07MAMA02,CADUSAFOS,0.0
vezzano ligure,IT07MAMA02,PYRIPROXYFEN,0.0
vezzano ligure,IT07MAMA02,FOSTIAZATE,0.0
vezzano ligure,IT07MAMA02,"ENDOSULFAN, alfa",0.0
vezzano ligure,IT07MAMA02,PIRIDABEN,0.0
vezzano ligure,IT07MAMA02,TRICLORFON,0.0
vezzano ligure,IT07MAMA02,"DDT, pp",0.0
vezzano ligure,IT07MAMA02,CLORANTRANILIPROLO,0.0
vezzano ligure,IT07MAMA02,FENPYRAZAMINE,0.0
vezzano ligure,IT07MAMA02,CLORFENVINFOS,0.0
vezzano ligure,IT07MAMA02,TRIADIMEFON,0.0
vezzano ligure,IT07MAMA02,BIFENOX,0.0
vezzano ligure,IT07MAMA02,BUPIRIMATE,0.0
vezzano ligure,IT07MAMA02,PROFENOFOS,0.0
vezzano ligure,IT07MAMA02,FENPROPATRIN,0.0
vezzano ligure,IT07MAMA02,FOSETIL-ALLUMINIO,0.0
vezzano ligure,IT07MAMA02,FENTION SULFONE,0.0
vezzano ligure,IT07MAMA02,MANDIPROPAMID,0.0
vezzano ligure,IT07MAMA02,IMAZALIL,0.0
vezzano ligure,IT07MAMA02,DIFLUBENZURON,0.0
vezzano ligure,IT07MAMA02,"DDE, op",0.0
vezzano ligure,IT07MAMA02,ISOPROTURON,0.0
vezzano ligure,IT07MAMA02,DIAZINON,0.0
vezzano ligure,IT07MAMA02,"ENDOSULFAN, beta",0.0
vezzano ligure,IT07MAMA02,DIURON,0.0
vezzano ligure,IT07MAMA02,ESACLOROCICLOESANO delta,0.0
vezzano ligure,IT07MAMA02,ESACLOROCICLOESANO beta,0.0
vezzano ligure,IT07MAMA02,ESACLOROCICLOESANO alfa,0.0
vezzano ligure,IT07MAMA02,DEMETON-O,0.0
vezzano ligure,IT07MAMA02,PARATION-METILE,0.0
vezzano ligure,IT07MAMA02,PIRIMIFOS-METILE,0.0
vezzano ligure,IT07MAMA02,CLORPIRIFOS,0.0
vezzano ligure,IT07MAMA02,SPIROMESIFEN,0.0
vezzano ligure,IT07MAMA02,CIBUTRINA,0.0
vezzano ligure,IT07MAMA02,AZINFOS-ETILE,0.0
vezzano ligure,IT07MAMA02,FENTOATO,0.0
vezzano ligure,IT07MAMA02,BENTAZONE,0.0
vezzano ligure,IT07MAMA02,TRIAZOFOS,0.0
vezzano ligure,IT07MAMA02,FLUOPICOLIDE,0.0
vezzano ligure,IT07MAMA02,OXAMIL,0.0
taggia,IT07AGAG04,ANTIPARASSITARI CICLODIENE,0.0
taggia,IT07AGAG04,DDT totale,0.0
taggia,IT07AGAG04,Eptacloro ed eptacloro epossido,0.0
ceriale,IT07CDCDFOCE,Eptacloro ed eptacloro epossido,0.0
ceriale,IT07CDCDFOCE,DDT totale,0.0
ceriale,IT07CDCDFOCE,ANTIPARASSITARI CICLODIENE,0.0
albenga,IT07CTCT02M,Eptacloro ed eptacloro epossido,0.0
albenga,IT07CTCT02M,DDT totale,0.0
albenga,IT07CTCT02M,ANTIPARASSITARI CICLODIENE,0.0
vezzano ligure,IT07MAMA02,ANTIPARASSITARI CICLODIENE,0.0
vezzano ligure,IT07MAMA02,DDT totale,0.0
vezzano ligure,IT07MAMA02,Eptacloro ed eptacloro epossido,0.0
albenga,IT07CTCT02M,ENDOSULFAN-SOLFATO,0.0
taggia,IT07AGAG04,ALACLOR,0.0
taggia,IT07AGAG04,TRIFLURALIN,0.0
taggia,IT07AGAG04,SIMAZINA,0.0
taggia,IT07AGAG04,DICLORVOS,0.0
taggia,IT07AGAG04,ESACLOROCICLOESANO,0.0
taggia,IT07AGAG04,MALATION,0.0
taggia,IT07AGAG04,BENTAZONE,0.0
taggia,IT07AGAG04,"ENDOSULFAN, alfa",0.0
taggia,IT07AGAG04,ATRAZINA,0.0
taggia,IT07AGAG04,AZINFOS-METILE,0.0
taggia,IT07AGAG04,MEVINPHOS,0.0
taggia,IT07AGAG04,"2,4-DICLOROFENOSSIACETICO ACIDO",0.0
ceriale,IT07CDCDFOCE,FLUOPICOLIDE,0.02
ceriale,IT07CDCDFOCE,PENCONAZOLO,0.02
ceriale,IT07CDCDFOCE,PROPICONAZOLO,0.01
ceriale,IT07CDCDFOCE,METALAXIL,0.57
ceriale,IT07CDCDFOCE,PIRIMETANIL,0.04
ceriale,IT07CDCDFOCE,CLORANTRANILIPROLO,0.11
albenga,IT07CTCT02M,DIMETOATO,0.0
albenga,IT07CTCT02M,TERBUTILAZINA,0.0
albenga,IT07CTCT02M,ESACLOROCICLOESANO gamma,0.0
albenga,IT07CTCT02M,PARATION-ETILE,0.0
albenga,IT07CTCT02M,FENTION,0.0
albenga,IT07CTCT02M,"DDD, op",0.0
albenga,IT07CTCT02M,"DDT, pp",0.0
albenga,IT07CTCT02M,CLORFENVINFOS,0.0
albenga,IT07CTCT02M,BIFENOX,0.0
albenga,IT07CTCT02M,FOSETIL-ALLUMINIO,0.0
vezzano ligure,IT07MAMA02,PROPARGITE,0.0
vezzano ligure,IT07MAMA02,PIRIMICARB,0.0
vezzano ligure,IT07MAMA02,FOSALONE,0.0
vezzano ligure,IT07MAMA02,SPIROTETRAMMATO,0.0
vezzano ligure,IT07MAMA02,ATRAZINA,0.0
colle d'anchise,R14_001_018_SR_2_T_01,EPTACLORO,0.0
castropignano,R14_001_018_SS_2_T_01,"1,2-DICLOROETANO",0.0
castropignano,R14_001_018_SS_2_T_01,METOLACLOR,0.0
civitanova del sannio,I027_018_SS_3_T_01,TERBUTILAZINA,0.0
bojano,R14_001_018_SR_1_T_01,NAFTALENE,0.0
bojano,R14_001_018_SR_1_T_01,PROPIZAMIDE,0.0
colle d'anchise,R14_001_018_SR_2_T_01,ESACLOROCICLOESANO gamma,0.0
colli al volturno,N011_018_SR_2_T_01,ATRAZINA,0.0
roccavivara,I027_018_SS_4_T_01,ISOPROTURON,0.0
castel san vincenzo,N011_018_SR_1_T_01,EPTACLORO,0.0
castel san vincenzo,N011_018_SR_1_T_01,PROMETRINA,0.0
sesto campano,N011_018_SS_3_T_01,ESACLOROCICLOESANO alfa,0.0
sesto campano,N011_018_SS_3_T_01,ESACLOROCICLOESANO beta,0.0
sesto campano,N011_018_SS_3_T_01,"DDE, op",0.0
sesto campano,N011_018_SS_3_T_01,CLORFENVINFOS,0.0
sesto campano,N011_018_SS_3_T_01,"DDT, pp",0.0
sesto campano,N011_018_SS_3_T_01,METOLACLOR,0.0
larino,R14_001_012_SS_4_T_01,SIMAZINA,0.0
bojano,R14_001_018_SR_1_T_01,ISOPROTURON,0.0
gambatesa,I015_018_SS_3_T_01,EPTACLORO,0.0
gambatesa,I015_018_SS_3_T_01,PROMETRINA,0.0
gambatesa,I015_018_SS_3_T_01,"DDD, op",0.0
gambatesa,I015_018_SS_3_T_01,METOLACLOR,0.0
gambatesa,I015_018_SS_3_T_01,"DDT, pp",0.0
colle d'anchise,R14_001_018_SR_2_T_01,PROMETRINA,0.0
gambatesa,I015_018_SS_3_T_01,PROPACLOR,0.0
gambatesa,I015_018_SS_3_T_01,ATRAZINA,0.0
gambatesa,I015_018_SS_3_T_01,ALACLOR,0.0
gambatesa,I015_018_SS_3_T_01,TRIFLURALIN,0.0
gambatesa,I015_018_SS_3_T_01,PROPAZINA,0.0
gambatesa,I015_018_SS_3_T_01,CHINOSSIFEN,0.0
gambatesa,I015_018_SS_3_T_01,SIMAZINA,0.0
gambatesa,I015_018_SS_3_T_01,ESACLOROBENZENE,0.0
castropignano,R14_001_018_SS_2_T_01,CHINOSSIFEN,0.0
colli al volturno,N011_018_SR_2_T_01,SIMAZINA,0.0
montaquila,N011_018_SR_2_T_02,MOLINATE,0.0
castel san vincenzo,N011_018_SR_1_T_01,DDT totale,0.0
vastogirardi,I027_018_SS_2_T_01,CHINOSSIFEN,0.0
civitanova del sannio,I027_018_SS_3_T_01,"DDE, op",0.0
montaquila,N011_018_SR_2_T_02,"DDT, pp",0.0
sesto campano,N011_018_SS_3_T_01,"1,2-DICLOROETANO",0.0
larino,R14_001_012_SS_4_T_01,ENDOSULFAN,0.0
bojano,R14_001_018_SR_1_T_01,ESACLOROCICLOESANO alfa,0.0
roccavivara,I027_018_SS_4_T_01,"DDE, op",0.0
castel san vincenzo,N011_018_SR_1_T_01,PROPACLOR,0.0
castel san vincenzo,N011_018_SR_1_T_01,ATRAZINA,0.0
castel san vincenzo,N011_018_SR_1_T_01,ALACLOR,0.0
castel san vincenzo,N011_018_SR_1_T_01,TRIFLURALIN,0.0
castropignano,R14_001_018_SS_2_T_01,NAFTALENE,0.0
castropignano,R14_001_018_SS_2_T_01,ENDOSULFAN,0.0
castropignano,R14_001_018_SS_2_T_01,ESACLOROBENZENE,0.0
castropignano,R14_001_018_SS_2_T_01,ESACLOROCICLOESANO beta,0.0
castropignano,R14_001_018_SS_2_T_01,DIURON,0.0
castropignano,R14_001_018_SS_2_T_01,"DDT, pp",0.0
castropignano,R14_001_018_SS_2_T_01,"DDD, op",0.0
castropignano,R14_001_018_SS_2_T_01,ESACLOROCICLOESANO gamma,0.0
castropignano,R14_001_018_SS_2_T_01,TERBUTILAZINA,0.0
castropignano,R14_001_018_SS_2_T_01,PENTACLOROBENZENE,0.0
castropignano,R14_001_018_SS_2_T_01,PROMETRINA,0.0
castropignano,R14_001_018_SS_2_T_01,EPTACLORO,0.0
morrone del sannio,R14_001_018_SS_3_T_01,NAFTALENE,0.0
morrone del sannio,R14_001_018_SS_3_T_01,EPTACLORO,0.0
morrone del sannio,R14_001_018_SS_3_T_01,PROMETRINA,0.0
morrone del sannio,R14_001_018_SS_3_T_01,PENTACLOROBENZENE,0.0
morrone del sannio,R14_001_018_SS_3_T_01,"DDD, op",0.0
morrone del sannio,R14_001_018_SS_3_T_01,METOLACLOR,0.0
morrone del sannio,R14_001_018_SS_3_T_01,"DDT, pp",0.0
morrone del sannio,R14_001_018_SS_3_T_01,CLORFENVINFOS,0.0
morrone del sannio,R14_001_018_SS_3_T_01,"DDE, op",0.0
morrone del sannio,R14_001_018_SS_3_T_01,ISOPROTURON,0.0
morrone del sannio,R14_001_018_SS_3_T_01,DIURON,0.0
morrone del sannio,R14_001_018_SS_3_T_01,ESACLOROCICLOESANO delta,0.0
morrone del sannio,R14_001_018_SS_3_T_01,ESACLOROCICLOESANO beta,0.0
morrone del sannio,R14_001_018_SS_3_T_01,ESACLOROCICLOESANO alfa,0.0
morrone del sannio,R14_001_018_SS_3_T_01,PROPIZAMIDE,0.0
morrone del sannio,R14_001_018_SS_3_T_01,MOLINATE,0.0
morrone del sannio,R14_001_018_SS_3_T_01,PROPACLOR,0.0
morrone del sannio,R14_001_018_SS_3_T_01,ATRAZINA,0.0
morrone del sannio,R14_001_018_SS_3_T_01,ALACLOR,0.0
morrone del sannio,R14_001_018_SS_3_T_01,TRIFLURALIN,0.0
morrone del sannio,R14_001_018_SS_3_T_01,CHINOSSIFEN,0.0
morrone del sannio,R14_001_018_SS_3_T_01,SIMAZINA,0.0
morrone del sannio,R14_001_018_SS_3_T_01,ESACLOROBENZENE,0.0
morrone del sannio,R14_001_018_SS_3_T_01,DICOFOL,0.0
morrone del sannio,R14_001_018_SS_3_T_01,"1,2-DICLOROETANO",0.0
montenero di bisaccia,I027_012_SS_4_T_01,DDT totale,0.0
civitanova del sannio,I027_018_SS_3_T_01,ANTIPARASSITARI CICLODIENE,0.0
roccavivara,I027_018_SS_4_T_01,ANTIPARASSITARI CICLODIENE,0.0
larino,R14_001_012_SS_4_T_01,CHINOSSIFEN,0.0
vastogirardi,I027_018_SS_2_T_01,DIURON,0.0
vastogirardi,I027_018_SS_2_T_01,ESACLOROCICLOESANO delta,0.0
civitanova del sannio,I027_018_SS_3_T_01,PROMETRINA,0.0
civitanova del sannio,I027_018_SS_3_T_01,PENTACLOROBENZENE,0.0
civitanova del sannio,I027_018_SS_3_T_01,ESACLOROCICLOESANO gamma,0.0
montaquila,N011_018_SR_2_T_02,PENTACLOROBENZENE,0.0
montaquila,N011_018_SR_2_T_02,TRIFLURALIN,0.0
larino,R14_001_012_SS_4_T_01,PROPAZINA,0.0
castel san vincenzo,N011_018_SR_1_T_01,PENTACLOROBENZENE,0.0
castel san vincenzo,N011_018_SR_1_T_01,TERBUTILAZINA,0.0
colli al volturno,N011_018_SR_2_T_01,PENTACLOROBENZENE,0.0
colli al volturno,N011_018_SR_2_T_01,TERBUTILAZINA,0.0
colli al volturno,N011_018_SR_2_T_01,ESACLOROCICLOESANO gamma,0.0
sesto campano,N011_018_SS_3_T_01,ENDOSULFAN,0.0
sesto campano,N011_018_SS_3_T_01,ESACLOROCICLOESANO delta,0.0
sesto campano,N011_018_SS_3_T_01,DIURON,0.0
sesto campano,N011_018_SS_3_T_01,ISOPROTURON,0.0
larino,R14_001_012_SS_4_T_01,TRIFLURALIN,0.0
larino,R14_001_012_SS_4_T_01,ALACLOR,0.0
larino,R14_001_012_SS_4_T_01,ATRAZINA,0.0
larino,R14_001_012_SS_4_T_01,EPTACLORO,0.0
larino,R14_001_012_SS_4_T_01,NAFTALENE,0.0
bojano,R14_001_018_SR_1_T_01,CLORPIRIFOS,0.0
colle d'anchise,R14_001_018_SR_2_T_01,ENDOSULFAN,0.0
colle d'anchise,R14_001_018_SR_2_T_01,DICOFOL,0.0
colle d'anchise,R14_001_018_SR_2_T_01,DIURON,0.0
castel san vincenzo,N011_018_SR_1_T_01,ESACLOROBENZENE,0.0
castel san vincenzo,N011_018_SR_1_T_01,DICOFOL,0.0
castel san vincenzo,N011_018_SR_1_T_01,ENDOSULFAN,0.0
castel san vincenzo,N011_018_SR_1_T_01,"1,2-DICLOROETANO",0.0
colli al volturno,N011_018_SR_2_T_01,"DDT, pp",0.0
colli al volturno,N011_018_SR_2_T_01,NAFTALENE,0.0
colli al volturno,N011_018_SR_2_T_01,EPTACLORO,0.0
colli al volturno,N011_018_SR_2_T_01,PROMETRINA,0.0
colli al volturno,N011_018_SR_2_T_01,"DDD, op",0.0
colli al volturno,N011_018_SR_2_T_01,ESACLOROCICLOESANO beta,0.0
colli al volturno,N011_018_SR_2_T_01,ESACLOROCICLOESANO alfa,0.0
colli al volturno,N011_018_SR_2_T_01,MOLINATE,0.0
colli al volturno,N011_018_SR_2_T_01,PROPACLOR,0.0
colli al volturno,N011_018_SR_2_T_01,ALACLOR,0.0
civitanova del sannio,I027_018_SS_3_T_01,DIURON,0.0
vastogirardi,I027_018_SS_2_T_01,PROPACLOR,0.0
vastogirardi,I027_018_SS_2_T_01,ATRAZINA,0.0
vastogirardi,I027_018_SS_2_T_01,ALACLOR,0.0
roccavivara,I027_018_SS_4_T_01,ATRAZINA,0.0
roccavivara,I027_018_SS_4_T_01,ALACLOR,0.0
civitanova del sannio,I027_018_SS_3_T_01,ESACLOROCICLOESANO delta,0.0
civitanova del sannio,I027_018_SS_3_T_01,ESACLOROCICLOESANO beta,0.0
civitanova del sannio,I027_018_SS_3_T_01,ESACLOROCICLOESANO alfa,0.0
civitanova del sannio,I027_018_SS_3_T_01,CLORPIRIFOS,0.0
civitanova del sannio,I027_018_SS_3_T_01,PROPIZAMIDE,0.0
civitanova del sannio,I027_018_SS_3_T_01,MOLINATE,0.0
civitanova del sannio,I027_018_SS_3_T_01,PROPACLOR,0.0
civitanova del sannio,I027_018_SS_3_T_01,ATRAZINA,0.0
civitanova del sannio,I027_018_SS_3_T_01,ALACLOR,0.0
civitanova del sannio,I027_018_SS_3_T_01,PROPAZINA,0.0
